#;TITLE;ALTERNATIVE;CREATOR;SUBJECT;DESCRIPTION;ABSTRACT;PUBLISHER;CONTRIBUTOR;DATE;TYPE;EXTENT;MEDIUM;IDENTIFIER;SOURCE;LANGUAGE;REFERENCES;SPATIAL;ATTRIBUTION NAME;ATTRIBUTION URL;LICENSE;DATESTAMP
756;Jonge boerenzwaluwen in nest;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;boerenzwaluwen, buitenlamp, buitenopname, close, cultuurlandschappen, dag, eten, fauna, hirundo rustica, nest, poepen, rietdak, totaal, voeren, vogels, zitten, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Jonge boerenzwaluwen op nest die worden gevoerd.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);7/1/2010;Moving Image;259;http://www.openbeelden.nl/files/07/13/713574.713459.0002BOERENZWA-NAT00Z03NYT.mp4, http://www.openbeelden.nl/files/07/13/713576.713459.0002BOERENZWA-NAT00Z03NYT.mp4, http://www.openbeelden.nl/files/07/13/713459.0002BOERENZWA-NAT00Z03NYT.mp4, http://www.openbeelden.nl/files/07/13/713578.713459.0002BOERENZWA-NAT00Z03NYT.webm, http://www.openbeelden.nl/files/07/13/713570.713459.0002BOERENZWA-NAT00Z03NYT.ogv, http://www.openbeelden.nl/files/07/13/713572.713459.0002BOERENZWA-NAT00Z03NYT.ogv, http://www.openbeelden.nl/files/07/13/713590.713459.0002BOERENZWA_NAT00Z03NYT.m3u8, http://www.openbeelden.nl/files/07/13/713580.713459.0002BOERENZWA-NAT00Z03NYT.ts, http://www.openbeelden.nl/files/07/13/713495.713459.0002BOERENZWA-NAT00Z03NYT.mpeg, http://www.openbeelden.nl/images/714153/Jonge_boerenzwaluwen_in_nest_%282_09%29.png;4961568;0002BOERENZWA-NAT00Z03NYT;nl;;Nederland, Overijssel, Zwartsluis;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713455;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
757;Goudplevier in zomerkleed;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;alert, broedkleed, buitenopname, close, cultuurlandschappen, dag, eten, fauna, goudplevieren, pluvialis apricaria, totaal, vogels, voorjaar, weiland, wijd, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Goudplevieren in zomerkleed.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);4/24/2009;Moving Image;233;http://www.openbeelden.nl/files/07/13/713537.713483.0001GOUDPLEVI-NAT00Z03NVW.mp4, http://www.openbeelden.nl/files/07/13/713539.713483.0001GOUDPLEVI-NAT00Z03NVW.mp4, http://www.openbeelden.nl/files/07/13/713483.0001GOUDPLEVI-NAT00Z03NVW.mp4, http://www.openbeelden.nl/files/07/13/713541.713483.0001GOUDPLEVI-NAT00Z03NVW.webm, http://www.openbeelden.nl/files/07/13/713533.713483.0001GOUDPLEVI-NAT00Z03NVW.ogv, http://www.openbeelden.nl/files/07/13/713535.713483.0001GOUDPLEVI-NAT00Z03NVW.ogv, http://www.openbeelden.nl/files/07/13/713588.713483.0001GOUDPLEVI_NAT00Z03NVW.m3u8, http://www.openbeelden.nl/files/07/13/713543.713483.0001GOUDPLEVI-NAT00Z03NVW.ts, http://www.openbeelden.nl/files/07/13/713498.713483.0001GOUDPLEVI-NAT00Z03NVW.mpeg, http://www.openbeelden.nl/images/713597/Goudplevier_in_zomerkleed_%281_56%29.png;4961572;0001GOUDPLEVI-NAT00Z03NVW;nl;;Nederland, Texel, Ottersaat, Eierland, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713479;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
758;Juveniele grauwe franjepoot;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;ADHD, buitenopname, dag, fauna, getijdengebieden, grauwe franjepoten, jonge vogel, najaar, phalaropus lobatus, steltloper, tollen, totaal, vogels, zonnig, zwemmen;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Zwemmende juveniele grauwe franjepoot.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);8/6/2010;Moving Image;66;http://www.openbeelden.nl/files/07/13/713549.713477.0001GRAFRANJE-NAT00Z03NVX.mp4, http://www.openbeelden.nl/files/07/13/713551.713477.0001GRAFRANJE-NAT00Z03NVX.mp4, http://www.openbeelden.nl/files/07/13/713477.0001GRAFRANJE-NAT00Z03NVX.mp4, http://www.openbeelden.nl/files/07/13/713553.713477.0001GRAFRANJE-NAT00Z03NVX.webm, http://www.openbeelden.nl/files/07/13/713545.713477.0001GRAFRANJE-NAT00Z03NVX.ogv, http://www.openbeelden.nl/files/07/13/713547.713477.0001GRAFRANJE-NAT00Z03NVX.ogv, http://www.openbeelden.nl/files/07/13/713568.713477.0001GRAFRANJE_NAT00Z03NVX.m3u8, http://www.openbeelden.nl/files/07/13/713555.713477.0001GRAFRANJE-NAT00Z03NVX.ts, http://www.openbeelden.nl/files/07/13/713492.713477.0001GRAFRANJE-NAT00Z03NVX.mpeg, http://www.openbeelden.nl/images/714154/Juveniele_grauwe_franjepoot_%280_33%29.png;4961571;0001GRAFRANJE-NAT00Z03NVX;nl;;Nederland, Texel, Wagejot, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713473;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
759;Blauwe reiger op het wad;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;ardea cinerea, blauwe reigers, buitenopname, close, dag, eten, fauna, getijdengebieden, poetsen, totaal, vis, vissen, vloed, vogels, waddenzee, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Blauwe reiger foeragerend op het wad.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);7/13/2009;Moving Image;101;http://www.openbeelden.nl/files/07/13/713516.713465.0002BLAUWEREI-NAT00Z03NYS.mp4, http://www.openbeelden.nl/files/07/13/713518.713465.0002BLAUWEREI-NAT00Z03NYS.mp4, http://www.openbeelden.nl/files/07/13/713465.0002BLAUWEREI-NAT00Z03NYS.mp4, http://www.openbeelden.nl/files/07/13/713520.713465.0002BLAUWEREI-NAT00Z03NYS.webm, http://www.openbeelden.nl/files/07/13/713512.713465.0002BLAUWEREI-NAT00Z03NYS.ogv, http://www.openbeelden.nl/files/07/13/713514.713465.0002BLAUWEREI-NAT00Z03NYS.ogv, http://www.openbeelden.nl/files/07/13/713531.713465.0002BLAUWEREI_NAT00Z03NYS.m3u8, http://www.openbeelden.nl/files/07/13/713522.713465.0002BLAUWEREI-NAT00Z03NYS.ts, http://www.openbeelden.nl/files/07/13/713486.713465.0002BLAUWEREI-NAT00Z03NYS.mpeg, http://www.openbeelden.nl/images/713598/Blauwe_reiger_op_het_wad_%280_50%29.png;4961569;0002BLAUWEREI-NAT00Z03NYS;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713461;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
760;Grauwe ganzen op landbouwgrond;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anser anser, bewolkt, buitenopname, close, cultuurlandschappen, dag, eten, fauna, graanoogst, grauwe ganzen, landbouw, landbouwschade, lopen, oogstresten, schade, totaal, vogels, waken, wijd, zomer;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Grauwe ganzen op landbouwgrond.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);7/27/2009;Moving Image;94;http://www.openbeelden.nl/files/07/13/713504.713471.0001GRAUWGANS-NAT00Z03NVY.mp4, http://www.openbeelden.nl/files/07/13/713506.713471.0001GRAUWGANS-NAT00Z03NVY.mp4, http://www.openbeelden.nl/files/07/13/713471.0001GRAUWGANS-NAT00Z03NVY.mp4, http://www.openbeelden.nl/files/07/13/713508.713471.0001GRAUWGANS-NAT00Z03NVY.webm, http://www.openbeelden.nl/files/07/13/713500.713471.0001GRAUWGANS-NAT00Z03NVY.ogv, http://www.openbeelden.nl/files/07/13/713502.713471.0001GRAUWGANS-NAT00Z03NVY.ogv, http://www.openbeelden.nl/files/07/13/713529.713471.0001GRAUWGANS_NAT00Z03NVY.m3u8, http://www.openbeelden.nl/files/07/13/713510.713471.0001GRAUWGANS-NAT00Z03NVY.ts, http://www.openbeelden.nl/files/07/13/713490.713471.0001GRAUWGANS-NAT00Z03NVY.mpeg, http://www.openbeelden.nl/images/713599/Grauwe_ganzen_op_landbouwgrond_%280_47%29.png;4961570;0001GRAUWGANS-NAT00Z03NVY;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713467;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
761;Paring en visoverdracht dwergstern;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;baltsen, buitenopname, close, dag, dwergsterns, fauna, getijdengebieden, paren, roepen, schelpen, schelpenstrand, sterna albifrons, totaal, visjes, vogels, voorjaar, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Paring en visoverdracht dwergstern.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);6/14/2012;Moving Image;222;http://www.openbeelden.nl/files/07/13/713434.713327.0002DWERGSTER-NAT00Z03NYY.mp4, http://www.openbeelden.nl/files/07/13/713436.713327.0002DWERGSTER-NAT00Z03NYY.mp4, http://www.openbeelden.nl/files/07/13/713327.0002DWERGSTER-NAT00Z03NYY.mp4, http://www.openbeelden.nl/files/07/13/713438.713327.0002DWERGSTER-NAT00Z03NYY.webm, http://www.openbeelden.nl/files/07/13/713430.713327.0002DWERGSTER-NAT00Z03NYY.ogv, http://www.openbeelden.nl/files/07/13/713432.713327.0002DWERGSTER-NAT00Z03NYY.ogv, http://www.openbeelden.nl/files/07/13/713452.713327.0002DWERGSTER_NAT00Z03NYY.m3u8, http://www.openbeelden.nl/files/07/13/713440.713327.0002DWERGSTER-NAT00Z03NYY.ts, http://www.openbeelden.nl/files/07/13/713376.713327.0002DWERGSTER-NAT00Z03NYY.mpeg, http://www.openbeelden.nl/images/713600/Paring_en_visoverdracht_dwergstern_%281_51%29.png;4961563;0002DWERGSTER-NAT00Z03NYY;nl;;Nederland, Texel, Utopia, De Hors, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713323;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
762;Bonte vliegenvanger in broedkleed;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bonte vliegenvangers, buitenopname, cultuurlandschappen, dag, fauna, ficedula hypoleuca, kijken, mannetje, totaal, vogels, volwassen, zang, zingen, zitten, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Bonte vliegenvanger in broedkleed.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);6/6/2013;Moving Image;104;http://www.openbeelden.nl/files/07/13/713417.713348.0002BONTEVLIE-NAT00Z03NYV.mp4, http://www.openbeelden.nl/files/07/13/713419.713348.0002BONTEVLIE-NAT00Z03NYV.mp4, http://www.openbeelden.nl/files/07/13/713348.0002BONTEVLIE-NAT00Z03NYV.mp4, http://www.openbeelden.nl/files/07/13/713421.713348.0002BONTEVLIE-NAT00Z03NYV.webm, http://www.openbeelden.nl/files/07/13/713413.713348.0002BONTEVLIE-NAT00Z03NYV.ogv, http://www.openbeelden.nl/files/07/13/713415.713348.0002BONTEVLIE-NAT00Z03NYV.ogv, http://www.openbeelden.nl/files/07/13/713443.713348.0002BONTEVLIE_NAT00Z03NYV.m3u8, http://www.openbeelden.nl/files/07/13/713423.713348.0002BONTEVLIE-NAT00Z03NYV.ts, http://www.openbeelden.nl/files/07/13/713372.713348.0002BONTEVLIE-NAT00Z03NYV.mpeg, http://www.openbeelden.nl/images/713557/Bonte_vliegenvanger_in_broedkleed_%280_52%29.png;4961566;0002BONTEVLIE-NAT00Z03NYV;nl;;Vierlingsbeek, Nederland, Limburg;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713344;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
763;Poetsende bontbekplevier;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bontbekplevieren, buitenopname, charadrius hiaticula, close, dag, fauna, getijdengebieden, poetsen, vogels, voorjaar, waken, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Bontbekplevier poetsend op schelpenbank en op gras.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);4/21/2011;Moving Image;121;http://www.openbeelden.nl/files/07/13/713403.713354.0002BONTBEKPL-NAT00Z03NYU.mp4, http://www.openbeelden.nl/files/07/13/713405.713354.0002BONTBEKPL-NAT00Z03NYU.mp4, http://www.openbeelden.nl/files/07/13/713354.0002BONTBEKPL-NAT00Z03NYU.mp4, http://www.openbeelden.nl/files/07/13/713407.713354.0002BONTBEKPL-NAT00Z03NYU.webm, http://www.openbeelden.nl/files/07/13/713399.713354.0002BONTBEKPL-NAT00Z03NYU.ogv, http://www.openbeelden.nl/files/07/13/713401.713354.0002BONTBEKPL-NAT00Z03NYU.ogv, http://www.openbeelden.nl/files/07/13/713428.713354.0002BONTBEKPL_NAT00Z03NYU.m3u8, http://www.openbeelden.nl/files/07/13/713409.713354.0002BONTBEKPL-NAT00Z03NYU.ts, http://www.openbeelden.nl/files/07/13/713377.713354.0002BONTBEKPL-NAT00Z03NYU.mpeg, http://www.openbeelden.nl/images/713558/Poetsende_bontbekplevier_%281_00%29.png;4961567;0002BONTBEKPL-NAT00Z03NYU;nl;;Nederland, Texel, Wagejot, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713350;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
764;Bruine kiekendief met prooi;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;aanvallen, afpakken, bruine kiekendieven, buitenopname, circus aeruginosus, close, dag, fauna, getijdengebieden, jagen, roofvogel, totaal, verdedigen, vliegen, vluchten, vogels, voorjaar, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Vrouwtje bruine kiekendief met prooi aangevallen door zilvermeeuw.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);5/24/2012;Moving Image;82;http://www.openbeelden.nl/files/07/13/713384.713339.0002BRKIEKEND-NAT00Z03NYW.mp4, http://www.openbeelden.nl/files/07/13/713386.713339.0002BRKIEKEND-NAT00Z03NYW.mp4, http://www.openbeelden.nl/files/07/13/713339.0002BRKIEKEND-NAT00Z03NYW.mp4, http://www.openbeelden.nl/files/07/13/713388.713339.0002BRKIEKEND-NAT00Z03NYW.webm, http://www.openbeelden.nl/files/07/13/713380.713339.0002BRKIEKEND-NAT00Z03NYW.ogv, http://www.openbeelden.nl/files/07/13/713382.713339.0002BRKIEKEND-NAT00Z03NYW.ogv, http://www.openbeelden.nl/files/07/13/713411.713339.0002BRKIEKEND_NAT00Z03NYW.m3u8, http://www.openbeelden.nl/files/07/13/713390.713339.0002BRKIEKEND-NAT00Z03NYW.ts, http://www.openbeelden.nl/files/07/13/713357.713339.0002BRKIEKEND-NAT00Z03NYW.mpeg, http://www.openbeelden.nl/images/713559/Bruine_kiekendief_met_prooi_%280_41%29.png;4961565;0002BRKIEKEND-NAT00Z03NYW;nl;;Nederland, Texel, Den Hoorn, Mokbaai, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713335;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
765;Buizerd vliegend;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bewolkt, buitenopname, buizerden, buteo buteo, cirkelen, cultuurlandschappen, dag, fauna, hemel, roofvogel, totaal, vliegen, vogels, zomer;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Vliegende buizerd.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);6/30/2012;Moving Image;24;http://www.openbeelden.nl/files/07/13/713363.713333.0002BUIZERD00-NAT00Z03NYX.mp4, http://www.openbeelden.nl/files/07/13/713365.713333.0002BUIZERD00-NAT00Z03NYX.mp4, http://www.openbeelden.nl/files/07/13/713333.0002BUIZERD00-NAT00Z03NYX.mp4, http://www.openbeelden.nl/files/07/13/713367.713333.0002BUIZERD00-NAT00Z03NYX.webm, http://www.openbeelden.nl/files/07/13/713359.713333.0002BUIZERD00-NAT00Z03NYX.ogv, http://www.openbeelden.nl/files/07/13/713361.713333.0002BUIZERD00-NAT00Z03NYX.ogv, http://www.openbeelden.nl/files/07/13/713397.713333.0002BUIZERD00_NAT00Z03NYX.m3u8, http://www.openbeelden.nl/files/07/13/713369.713333.0002BUIZERD00-NAT00Z03NYX.ts, http://www.openbeelden.nl/files/07/13/713342.713333.0002BUIZERD00-NAT00Z03NYX.mpeg, http://www.openbeelden.nl/images/713560/Buizerd_vliegend_%280_12%29.png;4961564;0002BUIZERD00-NAT00Z03NYX;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713329;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/30/2014
766;Eider op nest;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;broeden, buitenopname, close, dag, dons, drukken, eendennest, eiders, extreem close, fauna, getijdengebieden, schutkleur, somateria mollissima, totaal, vogels, voorjaar, vrouwtje, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Eider op nest.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);4/24/2011;Moving Image;149;http://www.openbeelden.nl/files/07/13/713307.713225.0002EIDEREEND-NAT00Z03NYZ.mp4, http://www.openbeelden.nl/files/07/13/713309.713225.0002EIDEREEND-NAT00Z03NYZ.mp4, http://www.openbeelden.nl/files/07/13/713225.0002EIDEREEND-NAT00Z03NYZ.mp4, http://www.openbeelden.nl/files/07/13/713311.713225.0002EIDEREEND-NAT00Z03NYZ.webm, http://www.openbeelden.nl/files/07/13/713303.713225.0002EIDEREEND-NAT00Z03NYZ.ogv, http://www.openbeelden.nl/files/07/13/713305.713225.0002EIDEREEND-NAT00Z03NYZ.ogv, http://www.openbeelden.nl/files/07/13/713317.713225.0002EIDEREEND_NAT00Z03NYZ.m3u8, http://www.openbeelden.nl/files/07/13/713313.713225.0002EIDEREEND-NAT00Z03NYZ.ts, http://www.openbeelden.nl/files/07/13/713236.713225.0002EIDEREEND-NAT00Z03NYZ.mpeg, http://www.openbeelden.nl/images/714155/Eider_op_nest_%281_14%29.png;4961562;0002EIDEREEND-NAT00Z03NYZ;nl;;Nederland, Texel, De Schorren, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713221;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
767;Vliegende grauwe ganzen;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;anser anser, buitenopname, close, dag, fauna, formatie, getijdengebieden, grauwe ganzen, landen, totaal, vliegen, vogels, wijd, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Vliegende grauwe ganzen.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);7/6/2013;Moving Image;76;http://www.openbeelden.nl/files/07/13/713293.713209.0002GRAUWGANS-NAT00Z03NZ1.mp4, http://www.openbeelden.nl/files/07/13/713295.713209.0002GRAUWGANS-NAT00Z03NZ1.mp4, http://www.openbeelden.nl/files/07/13/713209.0002GRAUWGANS-NAT00Z03NZ1.mp4, http://www.openbeelden.nl/files/07/13/713297.713209.0002GRAUWGANS-NAT00Z03NZ1.webm, http://www.openbeelden.nl/files/07/13/713289.713209.0002GRAUWGANS-NAT00Z03NZ1.ogv, http://www.openbeelden.nl/files/07/13/713291.713209.0002GRAUWGANS-NAT00Z03NZ1.ogv, http://www.openbeelden.nl/files/07/13/713301.713209.0002GRAUWGANS_NAT00Z03NZ1.m3u8, http://www.openbeelden.nl/files/07/13/713299.713209.0002GRAUWGANS-NAT00Z03NZ1.ts, http://www.openbeelden.nl/files/07/13/713231.713209.0002GRAUWGANS-NAT00Z03NZ1.mpeg, http://www.openbeelden.nl/images/713562/Vliegende_grauwe_ganzen_%280_38%29.png;4961560;0002GRAUWGANS-NAT00Z03NZ1;nl;;Nederland, Texel, Noord-Holland, De Cocksdorp;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713205;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
768;Baltsende futen;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;baltsen, buitenopname, close, cultuurlandschappen, dag, dansen, fauna, futen, kattenhouding, podiceps cristatus, pronken, stoer, vogels, voorjaar, wijd, zonnig, zwemmen;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Baltsende futen.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);3/26/2012;Moving Image;247;http://www.openbeelden.nl/files/07/13/713278.713216.0002FUUT00000-NAT00Z03NZ0.mp4, http://www.openbeelden.nl/files/07/13/713280.713216.0002FUUT00000-NAT00Z03NZ0.mp4, http://www.openbeelden.nl/files/07/13/713216.0002FUUT00000-NAT00Z03NZ0.mp4, http://www.openbeelden.nl/files/07/13/713282.713216.0002FUUT00000-NAT00Z03NZ0.webm, http://www.openbeelden.nl/files/07/13/713274.713216.0002FUUT00000-NAT00Z03NZ0.ogv, http://www.openbeelden.nl/files/07/13/713276.713216.0002FUUT00000-NAT00Z03NZ0.ogv, http://www.openbeelden.nl/files/07/13/713320.713216.0002FUUT00000_NAT00Z03NZ0.m3u8, http://www.openbeelden.nl/files/07/13/713284.713216.0002FUUT00000-NAT00Z03NZ0.ts, http://www.openbeelden.nl/files/07/13/713252.713216.0002FUUT00000-NAT00Z03NZ0.mpeg, http://www.openbeelden.nl/images/718789/Baltsende_futen_%282_03%29.png;4961561;0002FUUT00000-NAT00Z03NZ0;nl;;Den Oever, Nederland, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713212;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
769;Bruine kiekendief met prooi;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;aardappelakker, bruine kiekendieven, buitenopname, circus aeruginosus, close, cultuurlandschappen, dag, eten, fauna, roofvogel, smullen, vogels, wegvliegen, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Mannetje bruine kiekendief etend van prooi.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);8/29/2010;Moving Image;107;http://www.openbeelden.nl/files/07/13/713259.713197.0003BRKIEKEND-NAT00Z03O0D.mp4, http://www.openbeelden.nl/files/07/13/713261.713197.0003BRKIEKEND-NAT00Z03O0D.mp4, http://www.openbeelden.nl/files/07/13/713197.0003BRKIEKEND-NAT00Z03O0D.mp4, http://www.openbeelden.nl/files/07/13/713263.713197.0003BRKIEKEND-NAT00Z03O0D.webm, http://www.openbeelden.nl/files/07/13/713255.713197.0003BRKIEKEND-NAT00Z03O0D.ogv, http://www.openbeelden.nl/files/07/13/713257.713197.0003BRKIEKEND-NAT00Z03O0D.ogv, http://www.openbeelden.nl/files/07/13/713287.713197.0003BRKIEKEND_NAT00Z03O0D.m3u8, http://www.openbeelden.nl/files/07/13/713265.713197.0003BRKIEKEND-NAT00Z03O0D.ts, http://www.openbeelden.nl/files/07/13/713227.713197.0003BRKIEKEND-NAT00Z03O0D.mpeg, http://www.openbeelden.nl/images/718790/Bruine_kiekendief_met_prooi_%280_53%29.png;4961558;0003BRKIEKEND-NAT00Z03O0D;nl;;Nederland, Texel, Noord-Holland, Den Burg;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713193;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
770;Bontbekplevieren;;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;bontbekplevieren, buitenopname, charadrius hiaticula, dag, fauna, getijdengebieden, lopen, poetsen, slikplaat, staan, totaal, vogels, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Grote groep bontbekplevieren.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Plomp, Marc (camera);8/22/2009;Moving Image;37;http://www.openbeelden.nl/files/07/13/713243.713203.0003BONTBEKPL-NAT00Z03O0C.mp4, http://www.openbeelden.nl/files/07/13/713245.713203.0003BONTBEKPL-NAT00Z03O0C.mp4, http://www.openbeelden.nl/files/07/13/713203.0003BONTBEKPL-NAT00Z03O0C.mp4, http://www.openbeelden.nl/files/07/13/713247.713203.0003BONTBEKPL-NAT00Z03O0C.webm, http://www.openbeelden.nl/files/07/13/713239.713203.0003BONTBEKPL-NAT00Z03O0C.ogv, http://www.openbeelden.nl/files/07/13/713241.713203.0003BONTBEKPL-NAT00Z03O0C.ogv, http://www.openbeelden.nl/files/07/13/713270.713203.0003BONTBEKPL_NAT00Z03O0C.m3u8, http://www.openbeelden.nl/files/07/13/713249.713203.0003BONTBEKPL-NAT00Z03O0C.ts, http://www.openbeelden.nl/files/07/13/713218.713203.0003BONTBEKPL-NAT00Z03O0C.mpeg, http://www.openbeelden.nl/images/713601/Bontbekplevieren_%280_18%29.png;4961559;0003BONTBEKPL-NAT00Z03O0C;nl;;Nederland, Texel, Wagejot, Noord-Holland;Natuur Digitaal (Marc Plomp), Stichting Natuurbeelden;http://www.openbeelden.nl/media/713199;http://creativecommons.org/licenses/by-sa/3.0/nl/;5/29/2014
